Algorithm,TimeTaken,Nodes,Time/Node
dijkstra,0.0343,6238,0.00000549
dijkstra,0.0341,6238,0.00000547
dijkstra,0.0334,6243,0.00000535
dijkstra,0.0324,6243,0.00000519
dijkstra,0.0352,6243,0.00000564
dijkstra,0.0319,6243,0.00000512
dijkstra,0.0342,6243,0.00000547
dijkstra,0.0300,6243,0.00000481
dijkstra,0.0330,6243,0.00000529
dijkstra,0.0334,6243,0.00000535
dijkstra,0.0317,6243,0.00000508
dijkstra,0.0282,6084,0.00000464
dijkstra,0.0277,6089,0.00000455
dijkstra,0.0310,6089,0.00000508
dijkstra,0.0250,2464,0.00001014
dijkstra,0.0139,2498,0.00000557
dijkstra,0.0148,2541,0.00000581
dijkstra,0.0138,2541,0.00000544
dijkstra,0.0133,2541,0.00000523
dijkstra,0.0217,2541,0.00000853
dijkstra,0.0138,2587,0.00000535
dijkstra,0.0141,2623,0.00000537
dijkstra,0.0180,2623,0.00000688
dijkstra,0.0134,2573,0.00000520
dijkstra,0.0183,2573,0.00000710
dijkstra,0.0139,2573,0.00000541
dijkstra,0.0173,2573,0.00000674
dijkstra,0.0204,2573,0.00000791
dijkstra,0.0167,2573,0.00000649
dijkstra,0.0138,2573,0.00000535
dijkstra,0.0141,2609,0.00000541
dijkstra,0.0204,2609,0.00000783
dijkstra,0.0139,2609,0.00000533
dijkstra,0.0142,2609,0.00000543
dijkstra,0.0145,2609,0.00000555
dijkstra,0.0158,2646,0.00000597
dijkstra,0.0175,2646,0.00000660
dijkstra,0.0181,2659,0.00000679
dijkstra,0.0210,2659,0.00000790
dijkstra,0.0171,2659,0.00000643
dijkstra,0.0171,2659,0.00000642
dijkstra,0.0193,2659,0.00000726
dijkstra,0.0203,2659,0.00000763
dijkstra,0.0153,2659,0.00000574
dijkstra,0.0197,2659,0.00000742
dijkstra,0.0180,2659,0.00000678
dijkstra,0.0204,2659,0.00000766
dijkstra,0.0172,2659,0.00000645
dijkstra,0.0199,2659,0.00000749
dijkstra,0.0186,2664,0.00000697
dijkstra,0.0194,2664,0.00000727
dijkstra,0.0172,2664,0.00000647
dijkstra,0.0193,2664,0.00000726
dijkstra,0.0195,2664,0.00000733
dijkstra,0.0200,2664,0.00000752
dijkstra,0.0174,2664,0.00000652
dijkstra,0.0202,2664,0.00000757
dijkstra,0.0183,2664,0.00000687
dijkstra,0.0189,2664,0.00000710
dijkstra,0.0227,2664,0.00000851
dijkstra,0.0194,2664,0.00000729
dijkstra,0.0190,2664,0.00000715
dijkstra,0.0183,2664,0.00000688
dijkstra,0.0212,2664,0.00000796
dijkstra,0.0193,2664,0.00000726
dijkstra,0.0175,2664,0.00000656
dijkstra,0.0201,2664,0.00000753
dijkstra,0.0207,2664,0.00000778
dijkstra,0.0167,2664,0.00000627
dijkstra,0.0224,2664,0.00000841
dijkstra,0.0199,2664,0.00000749
dijkstra,0.0247,2664,0.00000928
dijkstra,0.0192,2664,0.00000721
dijkstra,0.0180,2664,0.00000677
dijkstra,0.0187,2664,0.00000703
dijkstra,0.0218,2664,0.00000820
dijkstra,0.0186,2664,0.00000700
dijkstra,0.0195,2664,0.00000731
dijkstra,0.0192,2664,0.00000720
dijkstra,0.0206,2664,0.00000773
dijkstra,0.0165,2664,0.00000619
dijkstra,0.0185,2664,0.00000696
dijkstra,0.0190,2664,0.00000712
dijkstra,0.0202,2664,0.00000760
dijkstra,0.0191,2664,0.00000718
dijkstra,0.0204,2664,0.00000764
dijkstra,0.0194,2664,0.00000729
dijkstra,0.0191,2664,0.00000717
